,text,,,,,,,,,,,,,,,,,,,,Neutral,Label
12934,Dubai s Crazy Amazon Style Drone Delivery Idea Might Actually Work  Picture of drone included,,,,,,,,,,,,,,,,,,,,0,0
12935,Trying to buy 16 cake board from Irish store online and delivery is 5 No wonder Irish shops are out of business Amazon it is,,,,,,,,,,,,,,,,,,,,N,1
12941,Dear Amazon please send the next books speedily I regret not paying extra for delivery I m devouring must read on Amen,,,,,,,,,,,,,,,,,,,,N,1
12942,Natalia checked with Amazon and your gift has been dispatched No delivery information was available though,,,,,,,,,,,,,,,,,,,,1,1
12950,Hate waiting in for a delivery Hope my Amazon delivery comes soon,,,,,,,,,,,,,,,,,,,,0,0
12951,Amazon disrupted retailing using Service Delivery as dominant not Post pic twitter com cx3JgEDK8U,,,,,,,,,,,,,,,,,,,,N,1
12952,Amazon announces delivery by DRONE via,,,,,,,,,,,,,,,,,,,,N,1
12953,Dear Amazon I d like to order some sunshine Please send express delivery PS you can take back the rain you sent,,,,,,,,,,,,,,,,,,,,N,1
12954,so much for Prime and guaranteed 2 14 delivery It s 2 15 and still not here pic twitter com JfipU55Oe8,,,,,,,,,,,,,,,,,,,,1,1
12955,Hmm has anyone noticed a change in Amazon super saver delivery Got my order really fast AND with delivery notification emails o,,,,,,,,,,,,,,,,,,,,1,1
12956,Was thinking about the amazon drone delivery stuff and realized it would get me one step closer to my dream of living like The Jetsons,,,,,,,,,,,,,,,,,,,,N,1
12957,Amazon are very clever putting stuff at 1p but 5 89 delivery,,,,,,,,,,,,,,,,,,,,1,1
12958,Walkstar Fitflops only 20 with free delivery on Amazon ,,,,,,,,,,,,,,,,,,,,1,1
12959,2nd failed delivery 3rd day Il have to wait in Worst delivery service Iv ever had to deal with still no package are a joke,,,,,,,,,,,,,,,,,,,,0,0
12960,fiona now that I would be gutted about Amazon do next day delivery,,,,,,,,,,,,,,,,,,,,N,1
12961,Will Dubai beat Amazon in drone delivery,,,,,,,,,,,,,,,,,,,,N,1
12962,Amazon free next day delivery too with Prime x,,,,,,,,,,,,,,,,,,,,1,1
12963,@D Swirls Chulo S raah they wernt online  Fam they was on Amazon 40 for one 29 for the other plus delivery,,,,,,,,,,,,,,,,,,,,0,0
12964,Anyone ever bought anything on amazon in Their contact details Have ordered a book no delivery yet,,,,,,,,,,,,,,,,,,,,N,1
12965,Comes on Monday bc I used amazon prime delivery am I sad,,,,,,,,,,,,,,,,,,,,0,0
12966,Busy morning so far amazon delivery at 8am then last minute tidying before house viewing in a few mins,,,,,,,,,,,,,,,,,,,,N,1
12967,Deal Eylure Lashes 2 99 Free Delivery Amazon and sold by Pharmacy Place,,,,,,,,,,,,,,,,,,,,1,1
12968,I other News the Official Season Review book is now at the printer Amazon are now taking orders for delivery at end of month 1 2,,,,,,,,,,,,,,,,,,,,0,0
12969,Forget Amazon drone delivery will take off in Africa  we have to use it to Get our products out there,,,,,,,,,,,,,,,,,,,,N,1
12971,Happiness is an delivery pic twitter com Xc8bIjIANu,,,,,,,,,,,,,,,,,,,,1,1
12972,But my Amazon parcel is out for delivery today D dad sent money from Australia and I got some manga I ve been after for awhile,,,,,,,,,,,,,,,,,,,,N,1
12973,paid for next day delivery But it never came hope it comes today,,,,,,,,,,,,,,,,,,,,N,1
12976,I m giving away Amazon USA 3 gift card code digital delivery Check it out,,,,,,,,,,,,,,,,,,,,N,1
12977,Forget Amazon drone delivery will take off in Africa ,,,,,,,,,,,,,,,,,,,,N,1
12978,I ve got that on two Maybe Amazon should recruit them for spontaneous delivery instead of drones,,,,,,,,,,,,,,,,,,,,1,1
12980,Dear if I must use for Prime not sure it s worth the Randomly couldn t find my house then missed promised delivery date,,,,,,,,,,,,,,,,,,,,0,0
12982,i wish amazon didn t have to show my name for their wish lists i assume the delivery guys would be confused delivering stuff to ladyonyx,,,,,,,,,,,,,,,,,,,,0,0
12983,A Tulsa tshirt is pretty amazing You must be cool Bought your book Great price Estimated delivery from is 2 21,,,,,,,,,,,,,,,,,,,,1,1
12984,Special Delivery Kindle Edition newly tagged erotica pic twitter com Y6ii1U5uad,,,,,,,,,,,,,,,,,,,,1,1
12985,I just had an Amazon delivery shipped to my old apt any way I can change a shipping address mid transit,,,,,,,,,,,,,,,,,,,,1,1
12986,Heading into the fifth day of amazon parcel watch The delivery guy is starting to recognize me,,,,,,,,,,,,,,,,,,,,N,1
12987,thank you so much I think amazon is already shipping so fingers crossed for a quick delivery,,,,,,,,,,,,,,,,,,,,1,1
12988,Can I write a love letter to 30 min after my email re wrong delivery I get an advanced refundso I already got back Amazing,,,,,,,,,,,,,,,,,,,,1,1
12989,thanks amazon for fast delivery,,,,,,,,,,,,,,,,,,,,1,1
12990,Strangest Amazon delivery ever pic twitter com oYfdJEkSQw,,,,,,,,,,,,,,,,,,,,N,1
12991,AMAZON WHYYYY All I wanted was under 6 paint brushs and it turns out you need to spend over 10 to get free delivery,,,,,,,,,,,,,,,,,,,,1,1
12993,I ve bought 5 things in the past 48 hrs from Amazon This has to stop Free 2 day shipping Sunday delivery and 1 Click paying is brilliant,,,,,,,,,,,,,,,,,,,,1,1
12994,Why oh why does insist on using for priority shipping No tracking info for a Valentines delivery today Fabulous,,,,,,,,,,,,,,,,,,,,1,1
12995,why do you think it s ok to confuse people on your website with delivery options advertised as FREE when it is not,,,,,,,,,,,,,,,,,,,,1,1
12996,I wish would stop using guaranteed delivery by dates Theyre wrong half the fucking time,,,,,,,,,,,,,,,,,,,,0,0
12997,I ordered a phone case from amazon on Jan 28th and they talking bout delivery estimate is Mar 12 And it s just a fucking estimate,,,,,,,,,,,,,,,,,,,,0,0
12998,Wow I just won this for free 11 00 Amazon E Code Fast Delivery,,,,,,,,,,,,,,,,,,,,1,1
12999,We have the worst driver ever YOU DID NOT ATTEMPT DELIVERY plenty of people home to sign for the package should never use,,,,,,,,,,,,,,,,,,,,0,0
13000,Very pleased with service from Ordered two books yesterday afternoon and they arrived today Free delivery too,,,,,,,,,,,,,,,,,,,,1,1
13001,prestige delivery is the worst How do you trust them for prime delivery Always late,,,,,,,,,,,,,,,,,,,,0,0
13002,Signs of the Apocalypse Amazon Prime Next Day Delivery currently says Wednesday is Next Day to Southampton,,,,,,,,,,,,,,,,,,,,N,1
13003,Trending Gerber Suspension Multitool 18 71 Free Delivery MemoryRob and Fulfilled by Amazon,,,,,,,,,,,,,,,,,,,,1,1
13004,I ordered something from amazon and paid for 2 day delivery Was told it would take ten days due to the weather Full refund,,,,,,,,,,,,,,,,,,,,1,1
13005,Deal Lightroom 5 69 99 Amazon FULL RETAIL copy not upgrade or Student edition with FREE delivery,,,,,,,,,,,,,,,,,,,,1,1
13006,Deal Gerber Suspension Multitool 18 71 Free Delivery MemoryRob and Fulfilled by Amazon,,,,,,,,,,,,,,,,,,,,1,1
13007,Amazon delivery delayed due to weather or natural disaster Noooo My candy,,,,,,,,,,,,,,,,,,,,0,0
13008,We have an amazon package delivery that s delayed due to natural disaster I ve never seen that before,,,,,,,,,,,,,,,,,,,,0,0
13009,Dear FedEx Smartpost sucks as a delivery service Just thought you d like to know,,,,,,,,,,,,,,,,,,,,0,0
13010,Anker 40W 5V 8A USB Wall Charger 5 Port Family Sized Desktop Charger 16 99 Free Delivery at Amazon,,,,,,,,,,,,,,,,,,,,1,1
13011,Might Beat to the punch for delivery,,,,,,,,,,,,,,,,,,,,N,1
13012,Really need a shower Have been waiting all day for an amazon delivery just found out can be any time up to 9pm Better bloody arrive Grrr,,,,,,,,,,,,,,,,,,,,0,0
13013,Ordered gift 2 11 Gift ships 2 13 Gift in TN 2 14 Expected delivery still listed as 2 13 Who knew Amazon mastered time travel,,,,,,,,,,,,,,,,,,,,0,0
13014,I hate ebay Estimated delivery is feb 12 still not here order from amazon estimated delivery feb 12 here 2 days before,,,,,,,,,,,,,,,,,,,,0,0
13015,I think it s time to build that ark I hope amazon have a Haynes manual that s eligible for prime delivery,,,,,,,,,,,,,,,,,,,,N,1
13016,I go to Leows because an Amazon delivery is late and I end up next to an Amazon Fulfillment Center twitter com uZwEJgDYZW,,,,,,,,,,,,,,,,,,,,0,0
13017,isnt alone in coming up with creative means of delivery UAE drones will deliver government services,,,,,,,,,,,,,,,,,,,,1,1
13021,Yo don t ship anything any more Paid extra to get it yesterday and they are the only delivery service not delivering packages,,,,,,,,,,,,,,,,,,,,1,1
13022,Awesome amazon delivery is awesome happy weekend all pic twitter com KzQftVUIpZ,,,,,,,,,,,,,,,,,,,,1,1
13023,Forgot a Valentine s Day Gift It s Not Too Late with Amazon s Gift Cards with Instant Delivery,,,,,,,,,,,,,,,,,,,,0,0
13024,Amazon wanted 6 quid for first class delivery I went with the free saver delivery Dispatched on the same day I ordered,,,,,,,,,,,,,,,,,,,,1,1
13027,Amazon why you say my stuff is out for delivery when Fedex says I m getting it tomorrow Why you have to play,,,,,,,,,,,,,,,,,,,,N,1
13029,Check out this article Look Out Amazon Dubai Could Have Delivery Drones by Year s End,,,,,,,,,,,,,,,,,,,,N,1
13030,Quality Assurance Engineer Prime Delivery Experience Premium Delivery at Amazon Seattle WA,,,,,,,,,,,,,,,,,,,,N,1
13031,Well Amazon says the estimated delivery was between the 11th and today but weather so meh,,,,,,,,,,,,,,,,,,,,N,1
13032,It s delivery cost i think I checked there with Hola extn on Chrome browser so that Amazon thought i was in US,,,,,,,,,,,,,,,,,,,,N,1
13033,So my Amazon item shipped from AZ on Wed is Out For Delivery but the flowers that shipped from from NJ on Wed are delayed due to snow WTF,,,,,,,,,,,,,,,,,,,,0,0
13034,Curves I ordered amazon prime in Tuesday It said delivery 2 17 so when I called they changed it to tomorrow but charged me,,,,,,,,,,,,,,,,,,,,N,1
13035,Amazon must ve lost it during the delivery,,,,,,,,,,,,,,,,,,,,N,1
13036,Awesome Just ordered some from Amazon Free delivery from Drone,,,,,,,,,,,,,,,,,,,,1,1
13037,Really cool If you thought Amazon drone delivery was big imagine self building structures,,,,,,,,,,,,,,,,,,,,1,1
13038,ordered something from Amazon Marketplace on Sunday which still hasn t arrived The seller s 24hr delivery in the UK policy smells of BS,,,,,,,,,,,,,,,,,,,,N,1
13039,What is the purpose of if you give it to to not deliver 2 days late 50 late prime delivery,,,,,,,,,,,,,,,,,,,,0,0
13040,Awesome Just got a text from to update me on my order delivery So cool,,,,,,,,,,,,,,,,,,,,1,1
13041,Please never use surepost definitely lowers the quality of your service and kills your expected delivery date,,,,,,,,,,,,,,,,,,,,0,0
13042,I feel so bad for U and Amazon luck Just ordered a gift for mom yesterday afternoon on Prime and it s out for delivery already,,,,,,,,,,,,,,,,,,,,0,0
13043,now charging for delivery if under 10 Slipped that one in Mistake too Just made two orders through other sellers cheaper,,,,,,,,,,,,,,,,,,,,0,0
13044,thanks amazon for emailing me the DLC code to a game that didn t arrive on 1 day delivery after it being preordered for months,,,,,,,,,,,,,,,,,,,,0,0
13045,I agree wholeheartedly RT Forget Amazon drone delivery will take off in Africa,,,,,,,,,,,,,,,,,,,,N,1
13046,The U S Postal Service Tests Same Day Delivery GOING POSTAL THE STORY BEHIND THE FOREVER STAMP Amazon by Sanford,,,,,,,,,,,,,,,,,,,,0,0
13054,Thanks for alerting me to Foyles being cheaper than Amazon for backlisted books Foyles also very efficient delivery service,,,,,,,,,,,,,,,,,,,,1,1
13056,WHOA What s up with this month from now expected delivery date Unacceptable,,,,,,,,,,,,,,,,,,,,0,0
13057,This was a 1st delivery It s from Amazon We aren t open tomorrow and I am in need of it for the weekend you see Thanks,,,,,,,,,,,,,,,,,,,,1,1
13058,Amazon s helicopter delivery drones more The Amazing Future Of Logistics Guild,,,,,,,,,,,,,,,,,,,,1,1
13059,Picked up my packet from the amazon locker nice delivery condition lucky no signature was needed pic twitter com zfjdKlTmxV,,,,,,,,,,,,,,,,,,,,1,1
13060,Shaq I ain t talking to him though he dashed my amazon delivery,,,,,,,,,,,,,,,,,,,,N,1
13061,Buy our premium 97 on Amazon or e bay Next day delivery UK IRL pic twitter com kX43XTYUnP,,,,,,,,,,,,,,,,,,,,N,1
13062,can I return something if I accidentally threw the delivery paperwork away Also can t seem to see the order in my history,,,,,,,,,,,,,,,,,,,,N,1
13063,The amazon delivery man hates me,,,,,,,,,,,,,,,,,,,,N,1
13064,It would be nice if you added a delivery date option to digital items given as gifts so people can preorder and schedule them,,,,,,,,,,,,,,,,,,,,1,1
13065,Nice one Amazon for the free completely out the blue second delivery pic twitter com sXdRu45P8H,,,,,,,,,,,,,,,,,,,,1,1
13066,Two days in a row the delivery guy has come while I m on my bed in a towel Nope I d rather have my dignity than my mum s Amazon delivery,,,,,,,,,,,,,,,,,,,,N,1
13067,No love FAA grounds Valentine s Day flower delivery drone  are you watching,,,,,,,,,,,,,,,,,,,,0,0
13068,had it delivered by Amazon by special delivery Available online I guess,,,,,,,,,,,,,,,,,,,,1,1
13069,Nice little valentines delivery courtesy of Amazon twitter com q32udPrLAG,,,,,,,,,,,,,,,,,,,,1,1
13070,The whole point of next day delivery Amazon was so I didn t get my DVD today but yesterday when it should have been here,,,,,,,,,,,,,,,,,,,,1,1
13071,Super Saver Delivery Amazon Mis price wins again It s LEGO Movie Game on PS4 pic twitter com n1RbAomXVT,,,,,,,,,,,,,,,,,,,,1,1
13072,Amazon Testing Drone Delivery System,,,,,,,,,,,,,,,,,,,,N,1
13073,Corsair CS650M Modular 80PLUS Gold ATX Power Supply 62 98 Free Delivery at Amazon,,,,,,,,,,,,,,,,,,,,1,1
13074,I miss when u used UPS for your packages 1 day delivery is the same as regular delivery now As in takes forever,,,,,,,,,,,,,,,,,,,,N,1
13075,acids pic twitter com vxYHbujliy,,,,,,,,,,,,,,,,,,,,N,1
13076,Why offer next day delivery amazon when it is now day 3 and my parcel isn t here still,,,,,,,,,,,,,,,,,,,,N,1
13077,ha At first I though you could order Swiss chalet delivery on Amazon,,,,,,,,,,,,,,,,,,,,1,1
13078,shakes fist in tiny impotent rage at Amazon delivery status,,,,,,,,,,,,,,,,,,,,N,1
13079,Yay Love the fact that Amazon are offering same day delivery on it,,,,,,,,,,,,,,,,,,,,1,1
13080,Interestingly Amazon is now handling CIA cloud data upshot will be Amazon delivery drones will blast your door off fire deliveries at u,,,,,,,,,,,,,,,,,,,,1,1
13081,One last push Forget Amazon drone delivery will take off in Africa by me for,,,,,,,,,,,,,,,,,,,,N,1
13084,Wow I just won this for free Amazon gift card valued 2 45 USA digital delivery,,,,,,,,,,,,,,,,,,,,1,1
13087,Cake pop wrappers have arrived TOO LATE I ll have that 10 Express Delivery back thanks ,,,,,,,,,,,,,,,,,,,,0,0
13088,I m giving away Amazon gift card valued 2 45 USA digital delivery Check it out,,,,,,,,,,,,,,,,,,,,N,1
13089,Cant wait to get our delivery from today,,,,,,,,,,,,,,,,,,,,N,1
13090,henry Am currently on Amazon buying six different chew toys for immediate delivery Worth a try,,,,,,,,,,,,,,,,,,,,1,1
13092,Find out how Amazon s new air drone delivery service will work in our latest blog post,,,,,,,,,,,,,,,,,,,,1,1
13093,some places on amazon do instant delivery and game do instant delivery too,,,,,,,,,,,,,,,,,,,,0,0
13094,Bought something from Amazon US Even with import tax and priority delivery will get it on Monday it was cheaper than UK price,,,,,,,,,,,,,,,,,,,,N,1
13095,yeah hopefully Although Amazon s delivery dates are a joke these days,,,,,,,,,,,,,,,,,,,,N,1
13096,Cheapest pre order I ve found is 42 at Amazon mate that s with release day delivery included,,,,,,,,,,,,,,,,,,,,N,1
13097,Drone delivery in Dubai coming Could Dubai start making drone deliveries before Amazon does Probably ,,,,,,,,,,,,,,,,,,,,N,1
13098,I m giving away 1 Gift Card Digital Delivery Amazon Code Check it out,,,,,,,,,,,,,,,,,,,,N,1
13099,I m giving away 1 Amazon Gift Card Code Email Delivery Check it out,,,,,,,,,,,,,,,,,,,,N,1
13100,Hope so I m expecting a delivery from Amazon,,,,,,,,,,,,,,,,,,,,N,1
13104,It IS like the delivery device XD O O Thats what they should call those amazon drones THEN they d get support,,,,,,,,,,,,,,,,,,,,N,1
13105,Hit Me Up When The Amazon Drone Drops It Off,,,,,,,,,,,,,,,,,,,,N,1
13107,Then why get it from amazon If I do there s delivery prices which are insane and Israeli tax,,,,,,,,,,,,,,,,,,,,0,0
13108,Forget Amazon drone delivery will take off in Africa says Thoughts,,,,,,,,,,,,,,,,,,,,N,1
13109,You think can get those delivery drones going for tomorrow s procrastinators Thanks,,,,,,,,,,,,,,,,,,,,1,1
13111,just took it out of the amazon delivery box lol,,,,,,,,,,,,,,,,,,,,1,1
13113,Wired News Forget Amazon drone delivery will take off in Africa,,,,,,,,,,,,,,,,,,,,N,1
13114,help w my order its been showing Delivery update nt avaialble for 2 days Its a VDAY gfit for my wife ,,,,,,,,,,,,,,,,,,,,N,1
13115,well walmart is more concerned with the amazon local delivery stuff right now B,,,,,,,,,,,,,,,,,,,,1,1
13116,Amazons proposal to use drones for express delivery poses challenges ,,,,,,,,,,,,,,,,,,,,N,1
13117,Forget Amazon drone delivery will take off in Africa Wired UK ,,,,,,,,,,,,,,,,,,,,N,1
13118,Amazon Testing Drone Delivery System YouTube ,,,,,,,,,,,,,,,,,,,,N,1
13119,Fuming u took 49 for a service I thought was free I order a 9 light once u think I want 2 pay 49 for free delivery,,,,,,,,,,,,,,,,,,,,1,1
13120,Achievement unlocked complain to amazon bout delays in delivery get 30 in credit,,,,,,,,,,,,,,,,,,,,N,1
13121,has failed to delivery on their delivery guarantees twice now beginning to wonder what the definition of guarantee is,,,,,,,,,,,,,,,,,,,,0,0
13122,Is drone delivery is included MT People Love Amazon Prime But Will They Pay More for It WSJ via,,,,,,,,,,,,,,,,,,,,1,1
